NodeLabel                                      	NodeId	  Des1	  Des2	         RelTime	 StdErr(RelTime)	            Rate	         DivTime	        CI_Lower	        CI_Upper	 CI_Lower_No_Constraint	 CI_Upper_No_Constraint	         MinTime	         MaxTime	Data Coverage
-                                              	   213	   210	   212	        0.047164	        0.021758	        4.288456	        0.238829	        0.106033	        0.537936	                      -	                      -	               -	               -	        99.95%
-                                              	   214	    25	   123	        0.018802	        0.014167	        6.255843	        0.095213	        0.029203	        0.310425	                      -	                      -	               -	               -	        79.79%
-                                              	   215	   214	    47	        0.037624	        0.021010	        5.449924	        0.190523	        0.073931	        0.490982	                      -	                      -	               -	               -	        98.00%
-                                              	   216	   215	    44	        0.044008	        0.024285	        4.926809	        0.222847	        0.087231	        0.569303	                      -	                      -	               -	               -	        97.81%
-                                              	   217	   216	   122	        0.048814	        0.024190	        4.836485	        0.247185	        0.104504	        0.584671	                      -	                      -	               -	               -	        99.29%
-                                              	   218	   213	   217	        0.054473	        0.023743	        4.554234	        0.275842	        0.127145	        0.598441	                      -	                      -	               -	               -	        99.34%
-                                              	   219	    32	    33	        0.034289	        0.018960	        2.109343	        0.173632	        0.067868	        0.444219	                      -	                      -	               -	               -	        85.32%
-                                              	   220	    23	   219	        0.041100	        0.019580	        1.962336	        0.208122	        0.090412	        0.479083	                      -	                      -	               -	               -	        86.99%
-                                              	   221	   218	   220	        0.058092	        0.024298	        2.989471	        0.294170	        0.139227	        0.621548	                      -	                      -	               -	               -	       100.00%
-                                              	   222	   193	   221	        0.066320	        0.026671	        2.478505	        0.335831	        0.162904	        0.692326	                      -	                      -	               -	               -	       100.00%
-                                              	   223	   192	   222	        0.068998	        0.026524	        2.631449	        0.349396	        0.174216	        0.700722	                      -	                      -	               -	               -	        99.34%
-                                              	   224	   223	    46	        0.073498	        0.027142	        1.957234	        0.372182	        0.190057	        0.716841	                      -	                      -	               -	               -	        87.81%
-                                              	   225	     1	    24	        0.014116	        0.010244	        4.725135	        0.071481	        0.022612	        0.225963	                      -	                      -	               -	               -	        78.53%
-                                              	   226	    35	   225	        0.023332	        0.012125	        4.535372	        0.118151	        0.048305	        0.288988	                      -	                      -	               -	               -	        96.36%
-                                              	   227	   224	   226	        0.078147	        0.025107	        2.979393	        0.395724	        0.218455	        0.716841	                      -	                      -	               -	               -	        96.41%
-                                              	   228	   190	   227	        0.083400	        0.023788	        2.438742	        0.422324	        0.247740	        0.719940	                      -	                      -	               -	               -	       100.00%
-                                              	   229	   228	    22	        0.094827	        0.024682	        2.035201	        0.480188	        0.294093	        0.784041	                      -	                      -	               -	               -	        97.71%
-                                              	   230	   186	   229	        0.108827	        0.022354	        1.678476	        0.551083	        0.372201	        0.815936	                      -	                      -	               -	               -	       100.00%
HGT from Viridiplantae to Thaumarchaeota       	   231	   177	   230	        0.206081	        0.037279	        1.636066	        1.043561	        0.750000	        1.477212	               0.670656	               1.610578	        0.750000	        1.490000	        99.20%
-                                              	   232	   107	   231	        0.238729	        0.082061	        1.233297	        1.208885	        0.750000	        2.272122	                      -	                      -	               -	               -	        98.98%
-                                              	   233	   172	   232	        0.324528	        0.091827	        1.244212	        1.643356	        0.967770	        2.790560	                      -	                      -	               -	               -	        88.57%
-                                              	   234	   121	   233	        0.374221	        0.095411	        1.207667	        1.894993	        1.171466	        3.065389	                      -	                      -	               -	               -	        80.73%
-                                              	   235	   109	   234	        0.413807	        0.085753	        1.329439	        2.095449	        1.410590	        3.112814	                      -	                      -	               -	               -	        82.92%
-                                              	   236	   171	   235	        0.498965	        0.074237	        1.252278	        2.526677	        1.895108	        3.368723	                      -	                      -	               -	               -	        92.94%
-                                              	   237	   166	   236	        0.538004	        0.071160	        1.204099	        2.724360	        2.108147	        3.520692	                      -	                      -	               -	               -	        99.29%
-                                              	   238	   164	   237	        0.589363	        0.071543	        1.239541	        2.984437	        2.357670	        3.777824	                      -	                      -	               -	               -	        99.33%
-                                              	   239	   148	   238	        0.655013	        0.075921	        1.026135	        3.316874	        2.647869	        4.154908	                      -	                      -	               -	               -	        99.34%
Archaeal root                                  	   240	   125	   239	        0.751086	        0.045666	        1.000000	        3.803375	        3.460000	        4.283523	               3.072162	               4.670247	        3.460000	        4.380000	        80.64%
[*]                                            	   241	    74	    66	               -	               -	               -	               -	               -	               -	                      -	                      -	               -	               -	        32.60%
[*]                                            	   242	    63	   241	               -	               -	               -	               -	               -	               -	                      -	                      -	               -	               -	        35.26%
[*]                                            	   243	    91	    95	               -	               -	               -	               -	               -	               -	                      -	                      -	               -	               -	        35.75%
[*]                                            	   244	   242	   243	               -	               -	               -	               -	               -	               -	                      -	                      -	               -	               -	        43.56%
[*]                                            	   245	    64	   244	               -	               -	               -	               -	               -	               -	                      -	                      -	               -	               -	        41.77%
[*]                                            	   246	    75	   245	               -	               -	               -	               -	               -	               -	                      -	                      -	               -	               -	        32.35%
[*]                                            	   247	   240	   246	               -	               -	               -	               -	               -	               -	                      -	                      -	               -	               -	        56.59%

Note: [*] indicates members of the outgroup. The Reltime method does not estimate times for outgroup nodes
